Survived,Pclass,Sex,Age,Fare,Embarked,Title,Deck,Family_Size,PassengerId
0,3,male,26.0,7.8958,S,Mr,M,1,739
1,2,female,19.0,26.0,S,Mrs,M,2,547
0,3,male,20.0,8.6625,S,Mr,M,1,726
0,3,male,14.0,46.9,S,Mr,M,8,684
1,2,female,34.0,23.0,S,Mrs,M,2,99
1,3,female,18.0,7.7375,Q,Miss,M,1,728
1,3,female,18.0,7.75,Q,Miss,M,1,574
0,3,male,51.0,7.75,S,Mr,M,1,407
0,3,female,18.0,7.6292,Q,Miss,M,1,503
1,3,female,18.0,7.75,Q,Miss,M,1,48
1,3,female,18.0,7.75,Q,Miss,M,1,33
0,3,male,28.0,9.5,S,Mr,M,1,201
0,2,male,25.0,13.0,S,Mr,M,1,135
0,1,male,19.0,263.0,S,Mr,C,6,28
0,3,male,35.0,7.8958,C,Mr,M,1,848
1,1,female,35.0,83.475,S,Mrs,C,2,231
1,3,male,9.0,15.9,S,Master,M,3,490
0,3,male,20.0,4.0125,C,Mr,M,1,379
1,2,male,42.0,13.0,S,Mr,M,1,289
0,2,male,30.0,13.0,S,Mr,M,1,419
0,2,male,31.0,0.0,S,Mr,M,1,675
1,3,male,21.0,7.7958,S,Mr,M,1,392
0,3,male,47.0,7.25,S,Mr,M,1,593
0,1,female,25.0,151.55,S,Mrs,C,4,499
0,3,male,16.0,9.2167,S,Mr,M,1,139
0,1,male,45.0,83.475,S,Mr,C,2,63
0,3,male,38.0,8.6625,S,Mr,M,1,472
1,1,male,56.0,35.5,C,Col,A,1,648
1,3,female,18.0,22.3583,C,Miss,F,3,129
0,1,male,31.0,50.4958,S,Mr,A,1,868
1,1,female,30.0,93.5,S,Miss,B,1,521
0,1,male,40.0,27.7208,C,Mr,M,1,65
0,3,female,14.0,7.8542,S,Miss,M,1,15
1,3,female,16.0,7.7333,Q,Miss,M,1,157
0,3,female,40.0,9.475,S,Mrs,M,2,41
0,1,male,55.0,30.5,S,Mr,C,1,493
0,3,male,19.0,7.775,S,Mr,M,1,380
1,1,male,45.0,26.55,S,Mr,M,1,188
1,1,female,36.0,120.0,S,Mrs,B,4,764
1,3,female,27.0,7.925,S,Miss,M,1,217
1,1,female,49.0,76.7292,C,Mrs,D,2,53
1,1,female,41.0,134.5,C,Miss,E,1,338
0,1,male,19.0,53.1,S,Mr,D,2,749
0,3,male,33.0,7.775,S,Mr,M,1,720
1,1,male,27.0,53.1,S,Mr,E,2,725
0,1,male,40.0,27.7208,C,Mr,M,1,296
1,1,male,35.0,26.2875,S,Mr,E,1,702
0,3,female,29.0,10.4625,S,Mrs,G,3,252
1,2,female,30.0,21.0,S,Mrs,M,4,727
0,3,male,34.0,8.05,S,Mr,M,1,462
1,3,male,29.0,7.8958,C,Mr,M,1,456
1,1,female,19.0,30.0,S,Miss,B,1,888
1,1,female,35.0,135.6333,S,Miss,C,1,270
0,3,male,26.0,69.55,S,Mr,M,11,202
1,2,female,40.0,15.75,S,Mrs,M,1,162
0,1,male,62.0,26.55,S,Mr,M,1,556
0,3,female,25.0,7.925,S,Miss,M,2,730
0,3,male,26.0,8.05,S,Mr,M,1,402
0,3,female,18.0,14.4542,C,Miss,M,2,703
0,2,male,34.0,21.0,S,Mr,M,2,477
0,3,male,48.0,7.8542,S,Mr,M,1,772
0,3,male,28.0,7.8958,S,Mr,M,1,106
0,3,male,24.0,24.15,S,Mr,M,3,566
1,2,female,17.0,12.0,C,Miss,M,1,390
1,1,female,38.0,71.2833,C,Mrs,C,2,2
0,3,male,26.0,7.2292,C,Mr,M,1,833
0,3,male,40.0,7.8958,S,Mr,M,1,562
0,3,male,22.0,9.0,S,Mr,M,1,81
0,3,female,2.0,10.4625,S,Miss,G,2,206
0,1,male,28.0,82.1708,C,Mr,M,2,35
0,3,male,18.0,7.75,S,Mr,M,1,776
0,3,male,28.0,22.525,S,Mr,M,1,509
1,2,female,19.0,26.0,S,Miss,M,1,428
0,3,male,26.0,8.05,S,Mr,M,1,455
1,1,female,60.0,75.25,C,Mrs,D,2,367
0,3,male,20.0,7.8542,S,Mr,M,1,92
0,1,male,45.0,35.5,S,Mr,A,1,340
0,3,female,18.0,8.05,S,Miss,M,1,565
1,2,female,24.0,13.0,S,Miss,F,1,346
0,3,male,26.0,7.75,Q,Mr,F,1,777
1,3,female,18.0,15.5,Q,Miss,M,2,242
0,3,male,39.0,31.275,S,Mr,M,7,14
1,3,female,26.0,7.8542,S,Miss,M,1,316
1,2,female,24.0,27.0,S,Mrs,M,4,601
1,2,female,36.0,13.0,S,Miss,M,1,388
0,1,male,37.0,29.7,C,Mr,C,2,274
1,1,female,40.0,55.0,S,Mrs,E,2,167
0,2,male,28.0,10.5,S,Mr,M,1,884
0,3,male,19.0,7.8958,S,Mr,M,1,647
0,3,male,43.0,6.45,S,Mr,M,1,819
1,1,male,25.0,91.0792,C,Mr,B,2,485
0,3,male,47.0,9.0,S,Mr,M,1,874
1,1,female,16.0,86.5,S,Miss,B,1,505
1,2,male,0.83,18.75,S,Master,M,3,832
0,3,male,22.0,7.125,S,Mr,M,1,244
0,3,male,19.0,7.8958,S,Mr,M,1,567
0,2,male,28.0,13.5,S,Mr,M,1,563
0,3,male,14.0,39.6875,S,Mr,M,6,687
0,3,male,36.0,7.8958,S,Mr,M,1,190
0,1,male,29.0,30.0,S,Mr,D,1,783
0,3,male,42.0,7.65,S,Mr,F,1,700
0,1,male,40.0,52.0,S,Mr,A,1,476
1,1,male,27.0,76.7292,C,Mr,D,1,682
1,3,male,29.0,7.75,Q,Mr,M,1,511
1,2,female,5.0,27.75,S,Miss,M,4,59
0,3,female,22.0,9.8375,S,Miss,M,1,475
0,3,male,26.0,7.75,Q,Mr,M,1,561
1,2,female,30.0,13.0,S,Miss,M,1,748
0,1,male,62.0,26.55,S,Mr,C,1,253
1,2,male,34.0,13.0,S,Mr,D,1,22
0,3,male,28.0,7.8958,S,Mr,M,1,314
0,3,male,26.0,7.75,Q,Mr,M,1,460
0,3,male,44.0,16.1,S,Mr,M,2,161
0,3,female,45.0,7.75,S,Miss,M,1,277
0,2,male,19.0,13.0,S,Mr,M,1,192
0,2,male,18.0,73.5,S,Mr,M,1,386
0,3,male,31.0,7.775,S,Mr,M,1,806
0,2,male,31.0,0.0,S,Mr,M,1,414
0,3,male,21.0,7.25,S,Mr,M,1,492
0,2,male,25.0,13.0,S,Mr,M,1,344
0,3,male,32.0,8.3625,S,Mr,M,1,770
0,2,male,30.0,24.0,C,Mr,M,2,309
0,3,male,40.0,7.225,C,Mr,M,1,662
0,3,male,33.0,7.8958,C,Mr,M,1,131
0,3,male,36.0,7.4958,S,Mr,M,1,664
1,1,female,47.0,52.5542,S,Mrs,D,3,872
0,2,male,34.0,26.0,S,Mr,M,2,100
0,3,male,19.0,8.05,S,Mr,M,1,373
0,3,male,26.0,8.05,S,Mr,M,1,88
1,2,female,50.0,10.5,S,Miss,M,1,459
1,3,female,18.0,23.25,Q,Miss,M,3,331
0,3,male,26.0,7.75,Q,Mr,M,2,215
0,2,male,31.0,0.0,S,Mr,M,1,467
0,3,male,26.0,8.05,S,Mr,M,1,122
0,3,male,35.0,8.05,S,Mr,M,1,615
0,2,male,35.0,26.0,S,Mr,M,1,21
1,1,female,18.0,227.525,C,Mrs,C,2,701
0,3,female,16.0,46.9,S,Miss,M,8,72
1,3,female,21.0,7.65,S,Miss,M,1,107
0,1,male,40.0,31.0,S,Mr,M,1,271
0,3,male,41.0,14.1083,S,Mr,M,3,861
1,1,female,14.0,120.0,S,Miss,B,4,436
0,1,male,21.0,77.2875,S,Mr,D,2,103
